comparison	log_odds_ratio	norm_interactions	interactions_counts	expected_counts	condition	mouse
N_vs_Tumor	-0.16199392060471	0.000644487496408635	833	1209.59219027868	Ad-IL12+Ad-CCL5	1023
B_vs_B	2.10271769973679	0.00568974855229652	7354	58.0504955823198	Ad-IL12+Ad-CCL5	1023
B_vs_CD8	-0.967738019700267	0.000151644175966896	196	1819.67702861738	Ad-IL12+Ad-CCL5	1023
B_vs_CD4	-0.179410741326548	0.000174855007384875	226	341.601188202044	Ad-IL12+Ad-CCL5	1023
B_vs_M	-0.529751529879382	2.32116051123589e-06	3	10.1598491757836	Ad-IL12+Ad-CCL5	1023
B_vs_DC	-5.12634850693691	7.73694380599277e-11	0	13.3766852064493	Ad-IL12+Ad-CCL5	1023
B_vs_Endo	-0.328543675236365	0.000178723479287871	231	492.216131854506	Ad-IL12+Ad-CCL5	1023
B_vs_Mo	0.190187904076526	1.54739649814236e-05	20	12.9075632853105	Ad-IL12+Ad-CCL5	1023
B_vs_Lymp_Ves	-1.43757095980265	5.415938033633e-06	7	191.723436139942	Ad-IL12+Ad-CCL5	1023
B_vs_NK	-0.28519783604071	6.18963241423227e-06	8	15.4274181759987	Ad-IL12+Ad-CCL5	1023
B_vs_Treg	0.0963014978108316	0.000127659650168319	165	132.185162605704	Ad-IL12+Ad-CCL5	1023
B_vs_S	-0.0425392691536516	1.08317986978279e-05	14	15.4408216594598	Ad-IL12+Ad-CCL5	1023
B_vs_Tumor	-1.10255075226175	0.000338878216071921	438	5546.57592065382	Ad-IL12+Ad-CCL5	1023
CD8_vs_CD8	0.299356175134693	0.0879241768774324	113642	57040.4172309298	Ad-IL12+Ad-CCL5	1023
CD4_vs_CD8	0.166440788890243	0.0121539651022035	15709	10707.9849859022	Ad-IL12+Ad-CCL5	1023
CD8_vs_M	-0.48188592909087	8.12379873323621e-05	105	318.475216687405	Ad-IL12+Ad-CCL5	1023
CD8_vs_DC	-0.264601850390356	0.000176402396146073	228	419.31161043585	Ad-IL12+Ad-CCL5	1023
CD8_vs_Endo	-0.132698360253319	0.00879458410164142	11367	15429.2289715325	Ad-IL12+Ad-CCL5	1023
CD8_vs_Mo	-0.291062088727369	0.000160154814153488	207	404.606303014201	Ad-IL12+Ad-CCL5	1023
CD8_vs_Lymp_Ves	-0.84638976950089	0.000662282467162419	856	6009.84934050588	Ad-IL12+Ad-CCL5	1023
CD8_vs_NK	-0.277941281868163	0.000197292144422254	255	483.594811450483	Ad-IL12+Ad-CCL5	1023
CD8_vs_Treg	0.0311840748720431	0.00344448745979742	4452	4143.53575287841	Ad-IL12+Ad-CCL5	1023
CD8_vs_S	-0.386005493210066	0.000153965259108694	199	484.014963091102	Ad-IL12+Ad-CCL5	1023
CD8_vs_Tumor	-0.146616573895408	0.0959767879907097	124050	173865.471587292	Ad-IL12+Ad-CCL5	1023
CD4_vs_CD4	0.696680323182777	0.00773539649460101	9998	2010.17012189967	Ad-IL12+Ad-CCL5	1023
CD4_vs_M	0.187187597626011	7.11799603845715e-05	92	59.7861657439191	Ad-IL12+Ad-CCL5	1023
CD4_vs_DC	0.0070285819847998	6.18956278173802e-05	80	78.7158062112995	Ad-IL12+Ad-CCL5	1023
CD4_vs_Endo	0.0683304269413898	0.00262282402760099	3390	2896.47166328281	Ad-IL12+Ad-CCL5	1023
CD4_vs_Mo	0.274778637174954	0.000110638373795135	143	75.9552336431398	Ad-IL12+Ad-CCL5	1023
CD4_vs_Lymp_Ves	-0.312816221360933	0.000424758292318441	549	1128.20662312364	Ad-IL12+Ad-CCL5	1023
CD4_vs_NK	0.14920361632255	9.90329580861455e-05	128	90.7834520092544	Ad-IL12+Ad-CCL5	1023
CD4_vs_Treg	0.334671588725181	0.00130058033115682	1681	777.850527473213	Ad-IL12+Ad-CCL5	1023
CD4_vs_S	0.0328426709876493	7.58221266681672e-05	98	90.8623255112018	Ad-IL12+Ad-CCL5	1023
CD4_vs_Tumor	-0.239164936353497	0.0145593809314866	18818	32639.1171331405	Ad-IL12+Ad-CCL5	1023
M_vs_M	1.95954669264616	0.000125338567026521	162	1.77815080197365	Ad-IL12+Ad-CCL5	1023
DC_vs_M	-0.369386408798943	7.73771750037336e-07	1	2.34115321163342	Ad-IL12+Ad-CCL5	1023
Endo_vs_M	0.452152832054597	0.000188781506235662	244	86.1464077328645	Ad-IL12+Ad-CCL5	1023
M_vs_Mo	1.16458966372644	2.55319919292142e-05	33	2.25904869355804	Ad-IL12+Ad-CCL5	1023
Lymp_Ves_vs_M	-0.446571667965151	9.28440993662938e-06	12	33.5549451405208	Ad-IL12+Ad-CCL5	1023
M_vs_NK	0.823900337025077	1.3926576220225e-05	18	2.70006724779153	Ad-IL12+Ad-CCL5	1023
M_vs_Treg	0.0507109795803258	2.01161312650193e-05	26	23.1347088750678	Ad-IL12+Ad-CCL5	1023
M_vs_S	1.09972845831394	2.63056863098135e-05	34	2.70241309116511	Ad-IL12+Ad-CCL5	1023
M_vs_Tumor	-0.0944552015739496	0.000604255388617473	781	970.747523007171	Ad-IL12+Ad-CCL5	1023
DC_vs_DC	1.59746910448148	9.43907918025498e-05	122	3.08241480658327	Ad-IL12+Ad-CCL5	1023
DC_vs_Endo	-0.179636575919415	5.80271559143838e-05	75	113.422291804847	Ad-IL12+Ad-CCL5	1023
DC_vs_Mo	-4.47338683828974	7.73694380599277e-11	0	2.97431415731975	Ad-IL12+Ad-CCL5	1023
DC_vs_Lymp_Ves	-0.322996416416823	1.62476593620229e-05	21	44.1791930665944	Ad-IL12+Ad-CCL5	1023
DC_vs_NK	-0.249784117069822	1.54746613063661e-06	2	3.5549690733638	Ad-IL12+Ad-CCL5	1023
DC_vs_Treg	-0.0523599121929823	2.08898256456185e-05	27	30.4596763800643	Ad-IL12+Ad-CCL5	1023
DC_vs_S	-4.55121298215955	7.73694380599277e-11	0	3.55805766334276	Ad-IL12+Ad-CCL5	1023
DC_vs_Tumor	0.0508892612013922	0.0011117989022906	1437	1278.10795273994	Ad-IL12+Ad-CCL5	1023
Endo_vs_Endo	0.915193350550002	0.0265624755521038	34332	4173.55128543643	Ad-IL12+Ad-CCL5	1023
Endo_vs_Mo	0.351741109158248	0.00019032889499686	246	109.444558711016	Ad-IL12+Ad-CCL5	1023
Endo_vs_Lymp_Ves	-0.277537776946836	0.000663829855923617	858	1625.64276456235	Ad-IL12+Ad-CCL5	1023
Endo_vs_NK	0.308238636786758	0.000205802782608846	266	130.810667900736	Ad-IL12+Ad-CCL5	1023
Endo_vs_Treg	0.231728088736141	0.00147853003869466	1911	1120.81161019674	Ad-IL12+Ad-CCL5	1023
Endo_vs_S	0.468440523954862	0.00029787241390016	385	130.924317417703	Ad-IL12+Ad-CCL5	1023
Endo_vs_Tumor	-0.371518628062232	0.0154676981343102	19992	47029.9885869204	Ad-IL12+Ad-CCL5	1023
Mo_vs_Mo	1.98616235773182	0.000215087115176037	278	2.87000461052117	Ad-IL12+Ad-CCL5	1023
Lymp_Ves_vs_Mo	-0.328681368201347	1.54739649814236e-05	20	42.6298235773754	Ad-IL12+Ad-CCL5	1023
Mo_vs_NK	1.0087377021573	2.70793806904127e-05	35	3.43029589046784	Ad-IL12+Ad-CCL5	1023
Mo_vs_Treg	0.0632591534124863	2.63056863098135e-05	34	29.3914519522523	Ad-IL12+Ad-CCL5	1023
Mo_vs_S	0.844504312991094	1.85687425038207e-05	24	3.43327616323352	Ad-IL12+Ad-CCL5	1023
Mo_vs_Tumor	-0.16113368215465	0.000658413995259422	851	1233.28455673725	Ad-IL12+Ad-CCL5	1023
Lymp_Ves_vs_Lymp_Ves	1.49608474429534	0.0153531913659815	19844	633.205205167995	Ad-IL12+Ad-CCL5	1023
Lymp_Ves_vs_NK	-0.59321583093685	1.00581043172287e-05	13	50.9521511194664	Ad-IL12+Ad-CCL5	1023
Lymp_Ves_vs_Treg	0.290897100191647	0.000659961384020621	853	436.568083136248	Ad-IL12+Ad-CCL5	1023
Lymp_Ves_vs_S	-0.127754939706605	2.94004638322106e-05	38	50.9964188191584	Ad-IL12+Ad-CCL5	1023
Lymp_Ves_vs_Tumor	-0.520012054909848	0.00428007739084464	5532	18318.6824445078	Ad-IL12+Ad-CCL5	1023
NK_vs_NK	1.67947572127735	0.000151644175966896	196	4.09996898716612	Ad-IL12+Ad-CCL5	1023
NK_vs_Treg	0.194693449529942	4.25532683023983e-05	55	35.1293431644996	Ad-IL12+Ad-CCL5	1023
NK_vs_S	0.709063635895561	1.62476593620229e-05	21	4.10353107810601	Ad-IL12+Ad-CCL5	1023
NK_vs_Tumor	-0.0582593308522185	0.000997292133961906	1289	1474.05022669459	Ad-IL12+Ad-CCL5	1023
Treg_vs_Treg	0.92490423097561	0.00195899424904681	2532	300.995142897937	Ad-IL12+Ad-CCL5	1023
S_vs_Treg	0.126051597131128	3.63637132576041e-05	47	35.1598638624371	Ad-IL12+Ad-CCL5	1023
Treg_vs_Tumor	-0.203335073696529	0.00611837523914852	7908	12629.953157537	Ad-IL12+Ad-CCL5	1023
S_vs_S	2.33683002091694	0.000690135464863993	892	4.10709626382341	Ad-IL12+Ad-CCL5	1023
S_vs_Tumor	-0.429317013585934	0.000424758292318441	549	1475.33089515181	Ad-IL12+Ad-CCL5	1023
Tumor_vs_Tumor	0.0854194022035884	0.499152024498515	645154	529961.099125339	Ad-IL12+Ad-CCL5	1023
N_vs_N	1.87031464652931	0.000168323752288544	274	3.69348274791612	Ad-IL12	1015
B_vs_N	-4.41896385346424	6.14320039622409e-11	0	2.62400013751928	Ad-IL12	1015
CD8_vs_N	-0.310085965586261	3.56306237301037e-05	58	118.44444790289	Ad-IL12	1015
CD4_vs_N	-0.127920357462016	9.15337473357429e-05	149	200.035426881418	Ad-IL12	1015
M_vs_N	0.31795579841587	1.22864622244521e-05	20	9.61781388410031	Ad-IL12	1015
DC_vs_N	-0.619724331304006	6.14381471626371e-07	1	4.16646519814797	Ad-IL12	1015
Endo_vs_N	-0.103973681949613	0.000101362867969701	165	209.63215041781	Ad-IL12	1015
Mo_vs_N	0.667765396340172	7.37190190747287e-06	12	2.57881073144618	Ad-IL12	1015
Lymp_Ves_vs_N	-4.73228353721111	6.14320039622409e-11	0	5.39862967040799	Ad-IL12	1015
N_vs_NK	0.325256751208215	8.60054198671769e-06	14	6.62024994791762	Ad-IL12	1015
N_vs_Treg	-0.558581920961712	9.2148620263401e-06	15	54.284529160294	Ad-IL12	1015
N_vs_S	-0.04708986326927	6.75758186785046e-06	11	12.2598878258412	Ad-IL12	1015
N_vs_Tumor	-0.0219035973830826	0.00106461669009764	1733	1822.64540549429	Ad-IL12	1015
B_vs_B	2.23465848190111	0.000196582474111175	320	1.8641962590961	Ad-IL12	1015
B_vs_CD8	0.0339993829638137	5.59031850376432e-05	91	84.1477458534041	Ad-IL12	1015
B_vs_CD4	0.428290393645099	0.000234055996528142	381	142.11329075294	Ad-IL12	1015
B_vs_M	-4.83460414738665	6.14320039622409e-11	0	6.83288556546067	Ad-IL12	1015
B_vs_DC	-0.170243827407201	1.22870151124878e-06	2	2.9600260781177	Ad-IL12	1015
B_vs_Endo	-0.280890508565855	4.79170245225519e-05	78	148.931192878903	Ad-IL12	1015
B_vs_Mo	0.436031442654184	3.07166163011601e-06	5	1.83209186986695	Ad-IL12	1015
B_vs_Lymp_Ves	0.416193027040437	6.14326182822805e-06	10	3.83540575776582	Ad-IL12	1015
B_vs_NK	-0.195266434272822	1.84302155087119e-06	3	4.70329441326048	Ad-IL12	1015
B_vs_Treg	0.586982705909135	9.15337473357429e-05	149	38.5659340258588	Ad-IL12	1015
B_vs_S	-0.241035585073963	3.07166163011601e-06	5	8.70992218905823	Ad-IL12	1015
B_vs_Tumor	-0.268374478985832	0.000428795449088445	698	1294.88131421875	Ad-IL12	1015
CD8_vs_CD8	0.537080807044132	0.00803653481977236	13082	3798.33566217025	Ad-IL12	1015
CD4_vs_CD8	0.149990584711396	0.00556635394045065	9061	6414.83589204694	Ad-IL12	1015
CD8_vs_M	-0.467965289171018	6.45036655923569e-05	105	308.428855171379	Ad-IL12	1015
CD8_vs_DC	-0.245032227999805	4.6688384443307e-05	76	133.61228514731	Ad-IL12	1015
CD8_vs_Endo	-0.0130225634865637	0.0040078239999286	6524	6722.58841142338	Ad-IL12	1015
CD8_vs_Mo	-0.0723994415180134	4.30024642055726e-05	70	82.6985894287779	Ad-IL12	1015
CD8_vs_Lymp_Ves	-0.0593849354452536	9.27623874149877e-05	151	173.12595032545	Ad-IL12	1015
CD8_vs_NK	0.0290730288103897	0.000139450710426291	227	212.301479004511	Ad-IL12	1015
CD8_vs_Treg	0.151766399078078	0.00151675623925973	2469	1740.82337048603	Ad-IL12	1015
CD8_vs_S	-0.75571540953157	4.23881441659502e-05	69	393.156200797855	Ad-IL12	1015
CD8_vs_Tumor	-0.0979384790182057	0.0286574155897778	46649	58449.5024102418	Ad-IL12	1015
CD4_vs_CD4	0.638796037442631	0.0289713331300248	47160	10833.7238153359	Ad-IL12	1015
CD4_vs_M	-0.36456450013832	0.000138222070347046	225	520.891428843823	Ad-IL12	1015
CD4_vs_DC	-0.502179640734172	4.3616784245195e-05	71	225.651695535422	Ad-IL12	1015
CD4_vs_Endo	-0.0331955613200354	0.0064614182381805	10518	11353.4730114972	Ad-IL12	1015
CD4_vs_Mo	0.0929560427986229	0.000106277428286681	173	139.665876550328	Ad-IL12	1015
CD4_vs_Lymp_Ves	-0.113771668634335	0.000138222070347046	225	292.384522793303	Ad-IL12	1015
CD4_vs_NK	-0.104295966792234	0.000173238312605523	282	358.546286737241	Ad-IL12	1015
CD4_vs_Treg	0.192897700574866	0.00281604312306113	4584	2939.99720717873	Ad-IL12	1015
CD4_vs_S	-0.352335175898913	0.000181224473120615	295	663.983579223192	Ad-IL12	1015
CD4_vs_Tumor	-0.218587877028028	0.0366589341058596	59674	98712.6992666235	Ad-IL12	1015
M_vs_M	2.10069547678697	0.00194002274655957	3158	25.0447477956633	Ad-IL12	1015
DC_vs_M	-0.433337203948983	2.4573415904936e-06	4	10.8494582391043	Ad-IL12	1015
Endo_vs_M	-0.322124668287502	0.00015972327173383	260	545.881257460799	Ad-IL12	1015
M_vs_Mo	0.495161600062491	1.29007822640746e-05	21	6.71521253791252	Ad-IL12	1015
Lymp_Ves_vs_M	-0.670788100172395	1.84302155087119e-06	3	14.0580094569173	Ad-IL12	1015
M_vs_NK	0.42624409531419	2.82587832546348e-05	46	17.2391036349691	Ad-IL12	1015
M_vs_Treg	-0.417921805155434	3.31733435716141e-05	54	141.35669065851	Ad-IL12	1015
M_vs_S	0.274025183743564	3.68592638093485e-05	60	31.9246974729787	Ad-IL12	1015
M_vs_Tumor	-0.29091494639499	0.00149218343767484	2429	4746.16113927838	Ad-IL12	1015
DC_vs_DC	2.11465205073965	0.000375963925680918	612	4.70001714700642	Ad-IL12	1015
DC_vs_Endo	-0.218453231993012	8.78478270980085e-05	143	236.477362625158	Ad-IL12	1015
DC_vs_Mo	-4.46375115260124	6.14320039622409e-11	0	2.90904977727136	Ad-IL12	1015
DC_vs_Lymp_Ves	-0.00645673243460338	3.68598166973842e-06	6	6.08997095008354	Ad-IL12	1015
DC_vs_NK	-0.572154360505346	1.22870151124878e-06	2	7.46803028296317	Ad-IL12	1015
DC_vs_Treg	0.443441417753067	0.000104434468167814	170	61.2361332056639	Ad-IL12	1015
DC_vs_S	-0.237722764690351	4.91462174898323e-06	8	13.8298726285875	Ad-IL12	1015
DC_vs_Tumor	-0.0900573930619699	0.00102652884764105	1671	2056.05093318516	Ad-IL12	1015
Endo_vs_Endo	0.757029209393154	0.0417737627557558	68000	11898.157237526	Ad-IL12	1015
Endo_vs_Mo	0.0624456781999907	0.000103820148128191	169	146.366363687118	Ad-IL12	1015
Endo_vs_Lymp_Ves	-0.594210192312721	4.79170245225519e-05	78	306.411705254491	Ad-IL12	1015
Endo_vs_NK	-0.0149894564654716	0.000222998235814938	363	375.747587739073	Ad-IL12	1015
Endo_vs_Treg	0.232205289187754	0.00323070914980625	5259	3081.0439249273	Ad-IL12	1015
Endo_vs_S	0.415170287742617	0.00111191933314856	1810	695.838270873818	Ad-IL12	1015
Endo_vs_Tumor	-0.353839556374264	0.0281370865162176	45802	103448.452823689	Ad-IL12	1015
Mo_vs_Mo	1.99501738346106	0.000109349028484793	178	1.80054036867346	Ad-IL12	1015
Lymp_Ves_vs_Mo	-0.576223503954619	6.14381471626371e-07	1	3.76935404314714	Ad-IL12	1015
Mo_vs_NK	1.45571647963394	8.1090306662162e-05	132	4.62229629207778	Ad-IL12	1015
Mo_vs_Treg	0.00112527017086001	2.33442229376555e-05	38	37.901768034263	Ad-IL12	1015
Mo_vs_S	0.322805027282149	1.10578221452073e-05	18	8.55992364102514	Ad-IL12	1015
Mo_vs_Tumor	-0.15286249533721	0.00054981649689406	895	1272.58142303809	Ad-IL12	1015
Lymp_Ves_vs_Lymp_Ves	2.36054759923382	0.00111191933314856	1810	7.89098103535296	Ad-IL12	1015
Lymp_Ves_vs_NK	-0.508586118019689	1.84302155087119e-06	3	9.67657905387802	Ad-IL12	1015
Lymp_Ves_vs_Treg	-0.355454252532834	2.15012628187883e-05	35	79.3457259098442	Ad-IL12	1015
Lymp_Ves_vs_S	-0.475175470394938	3.68598166973842e-06	6	17.9198330382897	Ad-IL12	1015
Lymp_Ves_vs_Tumor	-0.326559973596932	0.00077158603119775	1256	2664.09463271107	Ad-IL12	1015
NK_vs_NK	1.67076217136048	0.000341562003462063	556	11.8662282631836	Ad-IL12	1015
NK_vs_Treg	-0.0338713950855112	5.52888649980208e-05	90	97.3003465493188	Ad-IL12	1015
NK_vs_S	0.374079370504785	3.19447034923692e-05	52	21.9747937867841	Ad-IL12	1015
NK_vs_Tumor	-0.095011172640446	0.00161259016544083	2625	3266.93502429482	Ad-IL12	1015
Treg_vs_Treg	0.847974773180438	0.00345370732418919	5622	797.840495618238	Ad-IL12	1015
S_vs_Treg	0.0807334369313806	0.000133307510030067	217	180.188262300481	Ad-IL12	1015
Treg_vs_Tumor	-0.188993284851954	0.0106498522683261	17336	26788.1169119455	Ad-IL12	1015
S_vs_S	1.98219533178076	0.00239953413619713	3906	40.6946125813131	Ad-IL12	1015
S_vs_Tumor	-0.555926589623773	0.0010332863680769	1682	6049.96144364078	Ad-IL12	1015
Tumor_vs_Tumor	0.0578363587043215	0.631247014055597	1027554	899431.918571639	Ad-IL12	1015
N_vs_N	2.93241526021422	9.58575275674305e-05	114	0.133195628690876	Ad-IL12+Ad-CCL5	1024
B_vs_N	-2.60379143234	8.40854767385559e-11	0	0.0401597899233557	Ad-IL12+Ad-CCL5	1024
CD8_vs_N	-0.430153100759405	6.72692222456121e-06	8	21.5401397387744	Ad-IL12+Ad-CCL5	1024
CD4_vs_N	0.152266494876263	5.88606745717565e-06	7	4.92989590586669	Ad-IL12+Ad-CCL5	1024
M_vs_N	-3.23893633113307	8.40854767385559e-11	0	0.173354983554555	Ad-IL12+Ad-CCL5	1024
DC_vs_N	-4.06292797815006	8.40854767385559e-11	0	1.15592053255254	Ad-IL12+Ad-CCL5	1024
Endo_vs_N	0.20303832076628	3.02708557113569e-05	36	22.5561714168255	Ad-IL12+Ad-CCL5	1024
Mo_vs_N	0.355851742165763	8.40938852862298e-07	1	0.440749354688544	Ad-IL12+Ad-CCL5	1024
Lymp_Ves_vs_N	-4.14588578404672	8.40854767385559e-11	0	1.39921929076833	Ad-IL12+Ad-CCL5	1024
N_vs_NK	0.135804824129523	3.36350315501898e-06	4	2.92594409816915	Ad-IL12+Ad-CCL5	1024
N_vs_Treg	0.1073921117216	6.72692222456121e-06	8	6.24745740668586	Ad-IL12+Ad-CCL5	1024
N_vs_S	0.771694514353625	1.68179362024786e-06	2	0.338342999786165	Ad-IL12+Ad-CCL5	1024
N_vs_Tumor	-0.188038629628041	0.000183306423375529	218	336.120748853714	Ad-IL12+Ad-CCL5	1024
B_vs_B	3.12102980439011	1.34537603636457e-05	16	0.0121085709984605	Ad-IL12+Ad-CCL5	1024
B_vs_CD8	-4.81254997665628	8.40854767385559e-11	0	6.49456363794438	Ad-IL12+Ad-CCL5	1024
B_vs_CD4	0.304996521402719	2.52264838763342e-06	3	1.48641202319862	Ad-IL12+Ad-CCL5	1024
B_vs_M	-2.71823779139092	8.40854767385559e-11	0	0.0522682297470515	Ad-IL12+Ad-CCL5	1024
B_vs_DC	-3.5422294384079	8.40854767385559e-11	0	0.348521390766808	Ad-IL12+Ad-CCL5	1024
B_vs_Endo	0.565374899215757	2.10214532701157e-05	25	6.80090716548389	Ad-IL12+Ad-CCL5	1024
B_vs_Mo	0.876550281907922	8.40938852862298e-07	1	0.132890258239826	Ad-IL12+Ad-CCL5	1024
B_vs_Lymp_Ves	-3.62518724430456	8.40854767385559e-11	0	0.421878355365365	Ad-IL12+Ad-CCL5	1024
B_vs_NK	0.53156824627851	2.52264838763342e-06	3	0.882200875996199	Ad-IL12+Ad-CCL5	1024
B_vs_Treg	0.202130966785844	2.52264838763342e-06	3	1.88366975308104	Ad-IL12+Ad-CCL5	1024
B_vs_S	-3.00865865574944	8.40854767385559e-11	0	0.102013736689402	Ad-IL12+Ad-CCL5	1024
B_vs_Tumor	-0.166947062559002	5.80190630350803e-05	69	101.343706212566	Ad-IL12+Ad-CCL5	1024
CD8_vs_CD8	0.58060196613599	0.0111514160091528	13262	3483.42978314056	Ad-IL12+Ad-CCL5	1024
CD4_vs_CD8	0.147233831722447	0.000940916568789917	1119	797.25324136898	Ad-IL12+Ad-CCL5	1024
CD8_vs_M	-0.669536386884668	5.04521268979009e-06	6	28.0346330197083	Ad-IL12+Ad-CCL5	1024
CD8_vs_DC	0.0824221088467119	0.000190033261514613	226	186.933235293223	Ad-IL12+Ad-CCL5	1024
CD8_vs_Endo	0.0907057750417944	0.00377964226348357	4495	3647.74046314818	Ad-IL12+Ad-CCL5	1024
CD8_vs_Mo	-0.0605578394547242	5.21330796633814e-05	62	71.2771341152594	Ad-IL12+Ad-CCL5	1024
CD8_vs_Lymp_Ves	-0.142456457520799	0.000137059411169323	163	226.279040420214	Ad-IL12+Ad-CCL5	1024
CD8_vs_NK	-0.00200356940527398	0.000396042679524075	471	473.178026650382	Ad-IL12+Ad-CCL5	1024
CD8_vs_Treg	0.109815481709452	0.00109395213645409	1301	1010.32674176095	Ad-IL12+Ad-CCL5	1024
CD8_vs_S	-0.48284082196416	1.51354698984168e-05	18	54.7161762488781	Ad-IL12+Ad-CCL5	1024
CD8_vs_Tumor	-0.0994384928644693	0.0363526742424654	43233	54356.7981214569	Ad-IL12+Ad-CCL5	1024
CD4_vs_CD4	0.979363746723085	0.00146308737933635	1740	182.467501986016	Ad-IL12+Ad-CCL5	1024
CD4_vs_M	0.423167367692705	1.42946151310312e-05	17	6.41629182644283	Ad-IL12+Ad-CCL5	1024
CD4_vs_DC	-0.018490839395188	3.44751295482847e-05	41	42.7834453498725	Ad-IL12+Ad-CCL5	1024
CD4_vs_Endo	0.219522957909101	0.00116374308214709	1384	834.859058159557	Ad-IL12+Ad-CCL5	1024
CD4_vs_Mo	0.24986003313405	2.4384872339658e-05	29	16.3132113309457	Ad-IL12+Ad-CCL5	1024
CD4_vs_Lymp_Ves	0.160828281185496	6.30641916393937e-05	75	51.7885273020296	Ad-IL12+Ad-CCL5	1024
CD4_vs_NK	0.174901480982386	0.000136218556401937	162	108.296345549266	Ad-IL12+Ad-CCL5	1024
CD4_vs_Treg	0.579443484234322	0.000738270569849998	878	231.233674813585	Ad-IL12+Ad-CCL5	1024
CD4_vs_S	0.300236773136486	2.10214532701157e-05	25	12.5229017334765	Ad-IL12+Ad-CCL5	1024
CD4_vs_Tumor	-0.128654414017951	0.00777874753716928	9251	12440.6507926508	Ad-IL12+Ad-CCL5	1024
M_vs_M	2.58111626605287	7.23135940806348e-05	86	0.225622647068585	Ad-IL12+Ad-CCL5	1024
DC_vs_M	-0.177330909924115	8.40938852862298e-07	1	1.50443814771185	Ad-IL12+Ad-CCL5	1024
Endo_vs_M	0.264682818647457	4.54062415242969e-05	54	29.3570049066132	Ad-IL12+Ad-CCL5	1024
M_vs_Mo	1.47181343188217	1.42946151310312e-05	17	0.573638173299501	Ad-IL12+Ad-CCL5	1024
Lymp_Ves_vs_M	-4.26033214309764	8.40854767385559e-11	0	1.82109307583435	Ad-IL12+Ad-CCL5	1024
M_vs_NK	0.373534951431073	7.56777699194677e-06	9	3.80813541709273	Ad-IL12+Ad-CCL5	1024
M_vs_Treg	0.131246970303579	9.24948652671789e-06	11	8.13110675356563	Ad-IL12+Ad-CCL5	1024
M_vs_S	1.69862110034103	1.8498888967959e-05	22	0.440355631338725	Ad-IL12+Ad-CCL5	1024
M_vs_Tumor	-0.171119518304561	0.000248052240464217	295	437.463357188023	Ad-IL12+Ad-CCL5	1024
DC_vs_DC	1.21347812864336	0.000137900265936708	164	10.0315024652763	Ad-IL12+Ad-CCL5	1024
DC_vs_Endo	-0.0437298807149437	0.000148831377912721	177	195.750730956753	Ad-IL12+Ad-CCL5	1024
DC_vs_Mo	-0.58258626390214	8.40938852862298e-07	1	3.82498460198093	Ad-IL12+Ad-CCL5	1024
DC_vs_Lymp_Ves	0.495460949380896	3.1952565246128e-05	38	12.1429383504498	Ad-IL12+Ad-CCL5	1024
DC_vs_NK	-0.12594814378543	1.59763246658024e-05	19	25.3924163534229	Ad-IL12+Ad-CCL5	1024
DC_vs_Treg	0.0292874323605403	4.87696605938392e-05	58	54.2177274405575	Ad-IL12+Ad-CCL5	1024
DC_vs_S	-4.4677952015595	8.40854767385559e-11	0	2.93626468332469	Ad-IL12+Ad-CCL5	1024
DC_vs_Tumor	-0.0289297769342069	0.00229469274428067	2729	2916.97917443411	Ad-IL12+Ad-CCL5	1024
Endo_vs_Endo	0.886926509176019	0.0247564461454511	29442	3819.80155043981	Ad-IL12+Ad-CCL5	1024
Endo_vs_Mo	-0.117091481809866	4.79288058264536e-05	57	74.6392212261167	Ad-IL12+Ad-CCL5	1024
Endo_vs_Lymp_Ves	-0.281239162937877	0.000104266075241286	124	236.952447182384	Ad-IL12+Ad-CCL5	1024
Endo_vs_NK	0.00392865247940124	0.000420427467778256	500	495.497467019148	Ad-IL12+Ad-CCL5	1024
Endo_vs_Treg	0.382231757426098	0.00214502059568604	2551	1057.98307023701	Ad-IL12+Ad-CCL5	1024
Endo_vs_S	-0.00994380725096586	4.70879510590681e-05	56	57.2970958271579	Ad-IL12+Ad-CCL5	1024
Endo_vs_Tumor	-0.300441113878802	0.0239635200998065	28499	56920.766112315	Ad-IL12+Ad-CCL5	1024
Mo_vs_Mo	2.1705605540731	0.000181624713840758	216	1.45845622388413	Ad-IL12+Ad-CCL5	1024
Lymp_Ves_vs_Mo	-4.66558749707566	8.40854767385559e-11	0	4.63006936139898	Ad-IL12+Ad-CCL5	1024
Mo_vs_NK	0.906127422024208	6.55867559415504e-05	78	9.68205928225888	Ad-IL12+Ad-CCL5	1024
Mo_vs_Treg	-0.361157682039619	7.56777699194677e-06	9	20.6730719882068	Ad-IL12+Ad-CCL5	1024
Mo_vs_S	0.428076822440582	2.52264838763342e-06	3	1.11958973642618	Ad-IL12+Ad-CCL5	1024
Mo_vs_Tumor	-0.120369409336721	0.000708840652991503	843	1112.23622434729	Ad-IL12+Ad-CCL5	1024
Lymp_Ves_vs_Lymp_Ves	2.20267602986269	0.00197096365883723	2344	14.6987903649748	Ad-IL12+Ad-CCL5	1024
Lymp_Ves_vs_NK	-0.487657493466232	8.40863175933233e-06	10	30.7370254272349	Ad-IL12+Ad-CCL5	1024
Lymp_Ves_vs_Treg	0.582574778624691	0.000211054630699252	251	65.6295030670709	Ad-IL12+Ad-CCL5	1024
