Patient	Tissue	Barcoding.emulsion	Library	Barcode	Total.counts	Percent.counts.from.mitochondrial.genes	Most.likely.LM22.cell.type	Major.cell.type	Minor.subset	used_in_NSCLC_all_cells	x_NSCLC_all_cells	y_NSCLC_all_cells	used_in_NSCLC_and_blood_immune	x_NSCLC_and_blood_immune	y_NSCLC_and_blood_immune	used_in_NSCLC_immune	x_NSCLC_immune	y_NSCLC_immune	used_in_NSCLC_non_immune	x_NSCLC_non_immune	y_NSCLC_non_immune	used_in_blood	x_blood	y_blood	cellID	cellID_new	sizeFactor	UMAP1	UMAP2	clust	CCL5
p3	tumor	p3t	p3t3	bcBGCI	494	9.91902834008097	NK cells resting	tNK cells	tNK1	True	-74.1487348066414	-637.160926323727	True	186.088432915105	-951.98381649034	True	177.531274455409	958.004488427534	False	NA	NA	False	NA	NA	30456	229	1.1221868249343	-0.366379076937309	2.92985000530188	3	0
p3	tumor	p3t	p3t3	bcGQKH	996	11.3453815261044	NK cells resting	tNK cells	tNK1	True	-67.8847814527852	-634.668092285895	True	131.866019853149	-929.693919858314	True	164.668818437675	962.447288039571	False	NA	NA	False	NA	NA	30443	230	1.12844295569901	-0.437035044977537	2.52141203800146	3	2.15709732820043
p3	tumor	p3t	p3t3	bcFDJJ	629	4.92845786963434	NK cells resting	tNK cells	tNK1	True	-65.6254223261971	-465.100224462811	True	84.4045753292495	-963.586896655909	True	215.371202641973	795.27607719277	False	NA	NA	False	NA	NA	30409	231	1.06621115330774	-0.390208596685996	2.71712269702856	3	0
p3	tumor	p3t	p3t3	bcEYOF	2009	10.9507217521155	T cells CD8	tNK cells	tNK1	True	-120.520743978826	-272.782782108332	True	784.449909687376	-1388.38172954648	True	650.2556635917	513.586826931029	False	NA	NA	False	NA	NA	30283	232	0.956693827424832	-0.0633789918814806	-2.97482214054163	1	1.00841717720443
p3	tumor	p3t	p3t3	bcIDGF	1609	9.19825978868863	NK cells resting	tNK cells	tNK1	True	-71.9082549163322	-353.636716091478	True	269.001515789582	-985.805156363054	True	312.974380498692	862.375146843677	False	NA	NA	False	NA	NA	30008	233	1.02657853745248	-1.18399134496795	1.07352795520727	2	0
p3	tumor	p3t	p3t3	bcEYAE	2739	9.56553486673969	T cells follicular helper	tNK cells	tNK1	True	-129.685585915021	-355.475802364975	True	431.4106730654	-1063.94146738362	True	509.062780560804	765.795146294502	False	NA	NA	False	NA	NA	29817	234	0.871209251082023	0.156515804728398	-3.45294771274622	1	1.78434776221604
p3	tumor	p3t	p3t3	bcEQPL	2492	9.30979133226325	T cells CD8	tNK cells	tNK1	True	-74.1515963662127	-443.165198181271	True	221.515623008177	-977.317589420952	True	408.995663695727	781.89551228874	False	NA	NA	False	NA	NA	29600	235	0.980421039315344	-1.27577761034118	-0.0409843095212734	2	0.844687427327793
p3	tumor	p3t	p3t3	bcGUZJ	740	9.45945945945946	T cells CD4 memory resting	tNK cells	tNK1	True	-118.000290286064	-207.287817931077	True	460.322369185819	-1119.33261731508	True	550.454211026491	305.303703223004	False	NA	NA	False	NA	NA	29285	236	0.973643639411715	-0.150851162472835	-3.13312659343775	1	2.67754033487286
p3	tumor	p3t	p3t3	bcHAGZ	1075	4.18604651162791	NK cells resting	tNK cells	tNK1	True	-76.5261585736715	-622.850245964771	True	122.21892880693	-925.925989000912	True	203.485817249865	936.769810125938	False	NA	NA	False	NA	NA	29093	237	1.05754814105829	-0.288442524472347	3.01760210910742	3	0
p3	tumor	p3t	p3t3	bcHWLF	3009	5.88235294117647	T cells CD8	tNK cells	tNK1	True	-77.5617863853478	-376.595660872759	True	226.523164813457	-1005.91736457383	True	420.075274793057	713.747021698804	False	NA	NA	False	NA	NA	29006	238	1.01795042323534	-1.23341754297363	1.07263674655859	2	0
p3	tumor	p3t	p3t3	bcHTBE	640	17.5	NK cells resting	tNK cells	tNK1	True	-67.9769536183052	-401.579092998433	True	364.382284160274	-1033.22910268028	True	315.580175271604	840.593536669709	False	NA	NA	False	NA	NA	28745	239	0.856175655050052	-0.681652905741802	2.68912663379614	3	2.18543801659374
p3	tumor	p3t	p3t3	bcFIMT	683	7.61346998535871	T cells CD4 memory resting	tNK cells	tNK2	True	-126.707406676827	-341.170424748353	True	464.293300094181	-1077.04317201642	True	575.113235602842	709.409859097305	False	NA	NA	False	NA	NA	28673	240	1.08930309728402	0.0688620485867353	-2.6341846950918	1	0
p3	tumor	p3t	p3t3	bcHZXN	740	6.89189189189189	T cells CD4 memory resting	tNK cells	tNK1	True	-27.1491103944798	-80.7868843315251	True	746.593866969122	-1352.50611783537	True	686.66551155259	517.532473232375	False	NA	NA	False	NA	NA	28600	241	0.91923029063031	-0.970635982552638	-1.83879242023523	2	2.74784986514902
p3	tumor	p3t	p3t3	bcCBXE	1344	8.33333333333333	NK cells resting	tNK cells	tNK1	True	-70.1917052112391	-635.496436892815	True	97.7569883699841	-919.950234959424	True	158.743068037581	959.560519753391	False	NA	NA	False	NA	NA	28519	242	1.18415522157343	-0.585591243902317	2.75514521518652	3	1.15172499661117
p3	tumor	p3t	p3t3	bcGIRC	727	4.26409903713893	NK cells resting	tNK cells	tNK1	True	-67.9811924510249	-627.524742688767	True	125.074757945564	-933.397767525494	True	197.901336098072	935.283544590441	False	NA	NA	False	NA	NA	28495	243	1.06608053852431	0.817245570620427	2.82619919696753	3	2.58923083927385
p3	tumor	p3t	p3t3	bcACQG	1764	9.0702947845805	T cells CD4 memory resting	tNK cells	tNK1	True	-73.4193313954038	-30.2560404381135	True	800.144883821355	-1438.70870222518	True	754.704955155602	310.663042165839	False	NA	NA	False	NA	NA	28335	244	0.936547352067201	-1.18534139017211	-0.956453985777453	2	0
p3	tumor	p3t	p3t2	bcBHBS	916	12.9912663755459	NK cells resting	tNK cells	tNK1	True	-68.7733920529333	-582.915909339619	True	35.2241970361738	-921.112632963	True	204.327499738619	924.462242581928	False	NA	NA	False	NA	NA	28183	245	1.02956157369061	0.302365986307988	2.50786247173254	3	0
p3	tumor	p3t	p3t2	bcEIGR	2945	4.75382003395586	NK cells resting	tNK cells	tNK1	True	-78.0211588738949	-622.202833629495	True	335.561520249386	-818.653683104485	True	193.474082071564	925.965952403333	False	NA	NA	False	NA	NA	27990	246	1.17795781763848	0.0731553115452619	3.39902272144262	3	0.642026496019226
p3	tumor	p3t	p3t2	bcDSXP	1861	15.690488984417	T cells CD8	tNK cells	tNK2	True	-129.765278493736	-348.28848154357	True	410.998874461124	-1016.79557137947	True	510.676760968931	821.176810134547	False	NA	NA	False	NA	NA	27890	247	0.803268417650224	0.130464343031773	-3.07403192600305	1	3.66753834612566
p3	tumor	p3t	p3t2	bcFGDX	2731	7.72610765287441	T cells CD4 memory resting	tNK cells	tNK2	True	-157.161440301391	-369.928802100102	True	478.815062362919	-1005.12955801482	True	519.776637943515	807.837648644928	False	NA	NA	False	NA	NA	27852	248	0.934582685448803	0.812217680415043	-3.33201370319422	1	0.817086726186969
p3	tumor	p3t	p3t2	bcAHFX	928	8.83620689655172	T cells CD4 memory resting	tNK cells	tNK1	True	-75.7516286951289	-113.095194888635	True	616.369596073696	-1264.11882020644	True	669.860486813	540.485376663297	False	NA	NA	False	NA	NA	27769	249	1.00039348442284	-1.07253727535354	-0.94636554202135	2	1.62972129968454
p3	tumor	p3t	p3t2	bcCZJF	1059	4.81586402266289	NK cells resting	tNK cells	tNK1	True	-64.3867708324332	-659.637532811289	True	-173.230846799692	-894.375711730692	True	136.532376057452	973.749627239546	False	NA	NA	False	NA	NA	27766	250	1.06135913420069	-0.548559682766071	3.32637157360022	3	1.44890396506276
p3	tumor	p3t	p3t2	bcHLDB	427	7.96252927400468	T cells CD8	tNK cells	tNK1	True	-107.949975763312	-138.102192971592	True	131.76299898684	-1214.00178533555	True	518.091913962223	709.254189274402	False	NA	NA	False	NA	NA	27442	251	0.988899751595967	-0.617058443227878	0.400256179961606	4	0
p3	tumor	p3t	p3t2	bcIJKM	1589	6.35619886721208	T cells CD4 memory resting	tNK cells	tNK1	True	-78.5648756844169	-201.839868104168	True	742.25044958212	-1202.9393060505	True	542.537996810643	674.737637696936	False	NA	NA	False	NA	NA	27420	252	1.0825482023219	-0.371468561092487	0.391678952369138	2	0
p3	tumor	p3t	p3t2	bcCACJ	887	5.18602029312289	NK cells resting	tNK cells	tNK1	True	-22.642712562481	-152.130461657865	True	538.214459084355	-1234.06678223038	True	504.364295099049	696.883439254294	False	NA	NA	False	NA	NA	27367	253	1.04306317793322	-1.27672365526306	0.994091176185056	2	0
p3	tumor	p3t	p3t2	bcGTAI	685	9.05109489051095	NK cells resting	tNK cells	tNK1	True	-69.3574832154992	-656.728704512577	True	67.0005484942981	-899.016304092188	True	179.099589844051	956.516156628488	False	NA	NA	False	NA	NA	26907	254	0.987353698216176	-0.760144653121105	2.87894215503637	3	0
p3	tumor	p3t	p3t2	bcENTX	1673	16.8559473998805	T cells CD4 memory resting	tNK cells	tNK1	True	-76.8107403994492	-294.561197732858	True	470.874520101419	-1134.2150491658	True	493.316009564726	758.127896409131	False	NA	NA	False	NA	NA	26891	255	0.864199132308509	0.147688476046452	-3.5289600857168	1	2.33192204490147
p3	tumor	p3t	p3t2	bcFKDX	1260	6.90476190476191	NK cells resting	tNK cells	tNK1	True	-81.3107410167026	-508.662912250966	True	274.203830474571	-993.366913656634	True	257.745996372064	895.336170731145	False	NA	NA	False	NA	NA	26525	256	1.0148657468242	-0.358554939130416	1.79146041789953	3	1.33379070060008
p3	tumor	p3t	p3t2	bcFIYY	630	7.14285714285714	NK cells resting	tNK cells	tNK1	True	-85.9324920947994	-321.170979520555	True	329.15360563771	-1021.01463378212	True	472.849268989257	716.366620512832	False	NA	NA	False	NA	NA	26334	257	1.19256553643774	0.0849073209370466	2.27287378230993	3	1.8432248906756
p3	tumor	p3t	p3t2	bcCQGE	2005	7.78054862842893	T cells CD4 memory resting	tNK cells	tNK2	True	-135.155711764444	-384.894844073118	True	423.727394342167	-970.50624272523	True	505.162031654601	832.942108632602	False	NA	NA	False	NA	NA	26253	258	0.98193381877712	0.53077342887772	-3.32469616016443	1	1.57304880330378
p3	tumor	p3t	p3t2	bcABNR	832	7.21153846153846	T cells CD4 memory resting	tNK cells	tNK1	True	-80.6907315961819	-150.793038718328	True	601.243278080395	-1261.46628434079	True	630.188825911142	604.134627289637	False	NA	NA	False	NA	NA	25840	259	1.08267338318875	-0.157241734067073	-0.122205770817355	2	2.41070152020795
p3	tumor	p3t	p3t2	bcHJHS	1095	11.2328767123288	T cells CD8	tNK cells	tNK1	True	-34.3940491557409	-117.519023785801	True	1133.39492175647	-1129.51837105287	True	602.538560483123	688.567640911211	False	NA	NA	False	NA	NA	25685	260	1.07359181372576	-0.0154099784289507	0.344970010909482	4	1.40820365053531
p3	tumor	p3t	p3t2	bcFHZI	1565	12.7156549520767	T cells CD4 memory resting	tNK cells	tNK1	True	-126.279352157388	-350.93437224152	True	824.753478377914	-1247.11342283879	True	553.224812429671	749.668798798456	False	NA	NA	False	NA	NA	25578	261	0.947772538942811	-0.0184208474551348	-3.32419524272974	1	2.6424278576237
p3	tumor	p3t	p3t2	bcAEMK	1753	6.61722760981175	T cells CD8	tNK cells	tNK1	True	-89.0745231747774	-244.778347569898	True	420.709006239604	-1036.46099167696	True	480.374375560024	707.416950506446	False	NA	NA	False	NA	NA	25352	262	1.03106854857298	0.201023606261143	-3.05904898723657	1	0
p3	tumor	p3t	p3t2	bcGCMC	1251	6.07513988808953	NK cells resting	tNK cells	tNK1	True	-64.8891213102003	-675.475929986327	True	41.7922876271249	-918.519262897552	True	159.906826162616	970.280324361479	False	NA	NA	False	NA	NA	25176	263	1.03729411778024	-0.387748236158958	3.15379848400061	3	0
p3	tumor	p3t	p3t2	bcBGRU	636	10.6918238993711	T cells CD4 memory resting	tNK cells	tNK1	True	-116.48872898282	-203.143857366324	True	509.435234520613	-1080.57991633025	True	641.111059746501	702.46327625881	False	NA	NA	False	NA	NA	24973	264	0.985441731844912	-0.376293709823957	-0.190354950037555	2	2.03651840945609
p3	tumor	p3t	p3t1	bcECPE	2874	14.5093945720251	T cells CD4 memory resting	tNK cells	tNK2	True	-142.685424449692	-354.023310906408	True	450.06646921908	-1005.40082698935	True	589.899032009323	781.95917769046	False	NA	NA	False	NA	NA	24846	265	1.07156690658681	0.539078918894658	-2.68558607181604	1	2.0555306957911
p3	tumor	p3t	p3t1	bcBSWE	2324	10.4561101549053	T cells CD4 memory resting	tNK cells	tNK2	True	-139.429027214602	-388.642301892693	True	420.298978643035	-1010.09774449322	True	517.216491622341	794.776558334623	False	NA	NA	False	NA	NA	24660	266	0.928876000558038	0.628443209132084	-3.23683748325403	1	2.86895578101601
p3	tumor	p3t	p3t1	bcGNYQ	1104	11.7753623188406	NK cells resting	tNK cells	tNK1	True	-69.7409439507719	-573.817782551829	True	163.803150748781	-953.186943452646	True	188.753873733237	934.77388963641	False	NA	NA	False	NA	NA	24604	267	1.03349804383011	-0.406966176206341	2.20416202465002	3	0
p3	tumor	p3t	p3t1	bcIBSN	1174	9.79557069846678	NK cells resting	tNK cells	tNK1	True	-71.0866075113588	-662.110277230073	True	169.188915275585	-941.416119028112	True	179.213336658198	958.90213588325	False	NA	NA	False	NA	NA	24574	268	1.00263342975727	-0.886598231593242	2.33542146602575	3	1.4070508454081
p3	tumor	p3t	p3t1	bcAUXE	2194	7.01914311759344	T cells CD4 memory resting	tNK cells	tNK2	True	-146.06763585787	-398.159103946264	True	412.597676497832	-1028.41348839217	True	508.311863196113	819.089259160201	False	NA	NA	False	NA	NA	24212	269	1.06734199523107	0.651864139040837	-2.97808847507532	1	2.76818633810046
p3	tumor	p3t	p3t1	bcFOUE	2089	14.8396361895644	T cells CD4 memory resting	tNK cells	tNK1	True	-62.5516305904729	-281.146565805461	True	419.753438195609	-1130.01562560431	True	490.455149517984	714.412104287758	False	NA	NA	False	NA	NA	23982	270	0.930209906843457	-0.974879237214199	-0.502766493019418	2	2.00071374936877
p3	tumor	p3t	p3t1	bcAUFT	762	8.9238845144357	NK cells resting	tNK cells	tNK1	True	-72.5501786034284	-365.003264776603	True	289.629130020791	-1024.61590645996	True	411.486309842686	780.380932195044	False	NA	NA	False	NA	NA	23709	271	1.14854017600192	-0.337639795938602	2.60870709339087	3	2.44456033254423
p3	tumor	p3t	p3t1	bcGICI	492	7.52032520325203	NK cells resting	tNK cells	tNK1	True	-75.3953201952404	-595.72080507888	True	131.406629434196	-924.39241085689	True	186.984032066252	944.050122710142	False	NA	NA	False	NA	NA	23420	272	1.12198848502937	-0.305112319389453	2.93155779758398	3	0
p3	tumor	p3t	p3t1	bcATAV	1183	10.6508875739645	T cells CD4 memory resting	tNK cells	tNK1	True	-33.4199596769999	176.581607616299	True	768.824989379515	-1375.12108032359	True	645.736147948931	575.475903713997	False	NA	NA	False	NA	NA	23350	273	0.900232684969302	-0.576840551892391	-2.7971862324148	1	0
p3	tumor	p3t	p3t1	bcDYGC	521	13.0518234165067	NK cells resting	tNK cells	tNK1	True	-97.6769943634779	-460.648958111422	True	367.923693407976	-969.661002299121	True	363.247022030423	846.255769776709	False	NA	NA	False	NA	NA	23258	274	1.00012346322873	0.963867870768437	-0.0735310681730068	4	2.24237902821455
p3	tumor	p3t	p3t1	bcGFXE	863	12.3986095017381	NK cells resting	tNK cells	tNK1	True	-60.9578880031861	-622.664315448532	True	118.615664227498	-918.251335893296	True	169.836996229953	952.079174219388	False	NA	NA	False	NA	NA	23182	275	1.03824845622772	-0.442398451591006	2.90111102977697	3	0
p3	tumor	p3t	p3t1	bcEHEG	593	6.070826306914	T cells CD8	tNK cells	tNK2	True	-133.801907744287	-362.449130374975	True	537.750546529437	-1065.78163814398	True	518.113829033075	784.712863886214	False	NA	NA	False	NA	NA	23158	276	1.11059885680326	0.509393063982853	-2.76560721477564	1	3.67921092838498
p3	tumor	p3t	p3t1	bcIEZW	1274	10.3610675039246	NK cells resting	tNK cells	tNK1	True	-86.4153059488348	-589.220505346078	True	245.021369023756	-967.661232421672	True	322.579580147601	896.991194968927	False	NA	NA	False	NA	NA	23019	277	1.00101431422841	-0.960458310643306	1.7490943900675	3	2.0177375299288
p3	tumor	p3t	p3t1	bcGBZW	1661	9.63275135460566	NK cells resting	tNK cells	tNK1	True	-68.8888080490524	-648.204001396375	True	85.4849545911869	-902.639815088317	True	168.611212606811	955.948638559794	False	NA	NA	False	NA	NA	22872	278	1.06937746885671	-0.7439204774295	2.70009961048071	3	0
p3	tumor	p3t	p3t1	bcEMUP	1291	6.73896204492641	T cells CD4 memory resting	tNK cells	tNK1	True	-106.727403893674	70.5768558692374	True	760.640608475582	-1370.74439666663	True	692.230150318242	505.230976797616	False	NA	NA	False	NA	NA	22677	279	1.02818916790999	0.0488622166718336	-2.88723335346277	1	1.97445245182056
p3	tumor	p3t	p3t1	bcFMAF	1694	6.67060212514758	NK cells resting	tNK cells	tNK1	True	-81.9732524113885	-498.946914601181	True	242.710634100712	-990.522246482479	True	310.096433637988	867.570890855521	False	NA	NA	False	NA	NA	22668	280	1.17198995286476	-0.0814509413634447	2.44348564067785	3	1.97755735349728
p3	tumor	p3t	p3t1	bcEIXU	1069	10.2899906454631	NK cells resting	tNK cells	tNK1	True	-63.2084746447763	-662.149187261467	True	58.29196183925	-908.899169273844	True	154.506270876965	970.825039491795	False	NA	NA	False	NA	NA	21943	281	1.09436476809544	0.441805688341984	2.46738996425573	3	0
p3	tumor	p3t	p3t1	bcGUZJ	1022	14.0900195694716	T cells CD8	tNK cells	tNK1	True	-76.2818699093962	80.4602799537584	True	506.539721376993	-1206.59692825166	True	627.52402308707	678.455937946971	False	NA	NA	False	NA	NA	21941	282	0.951134891674654	0.0233156063164564	-3.328593588677	1	3.17016965034416
p3	tumor	p3t	p3t1	bcBMZA	790	10.379746835443	T cells CD8	tNK cells	tNK1	True	-123.822547902228	-425.402143572153	True	367.560012496255	-1003.04584725383	True	430.483757262698	824.370278453863	False	NA	NA	False	NA	NA	21912	283	0.998287753308005	-0.966053160229793	-1.87552044471796	2	0
p2	tumor	p2t	p2t2	bcIIUS	2597	4.77474008471313	NK cells resting	tNK cells	tNK1	True	-70.4422298557367	-330.779321208197	True	396.632662179092	-1051.31995299802	True	496.638477042391	748.514772745488	False	NA	NA	False	NA	NA	20549	284	1.084237408795	1.35350689073456	-0.639816529360369	4	1.61904607775246
p1	tumor	p1t	p1t4	bcIBMZ	2769	6.50054171180932	T cells CD4 memory resting	tNK cells	tNK2	True	-115.62784439523	-359.384021760879	True	500.182714652291	-1046.67074975373	True	538.674448508623	770.507937737447	False	NA	NA	False	NA	NA	15299	285	1.06678897753736	1.08791658063782	-1.36967793783243	4	0
p1	tumor	p1t	p1t4	bcCVNM	1584	4.86111111111111	NK cells resting	tNK cells	tNK1	True	-91.1396487233003	-343.184142252032	True	268.228340141952	-983.638520078491	True	509.191934500051	715.900286181655	False	NA	NA	False	NA	NA	15286	286	1.05295721572495	1.57934018751038	-1.14509192785318	4	0
p1	tumor	p1t	p1t4	bcBDGQ	1126	7.63765541740675	T cells CD8	tNK cells	tNK1	True	32.1073595456995	-164.77070776648	True	592.323655704134	-1238.29288321129	True	517.689693190515	633.079659412102	False	NA	NA	False	NA	NA	15273	287	0.984614730090163	-1.57199648241149	-0.274352110233859	2	1.46146836536132
p1	tumor	p1t	p1t4	bcDKRB	2250	6.17777777777778	NK cells activated	tNK cells	tNK2	True	-183.6847124256	-558.159306584485	True	315.568270189134	-898.332343906691	True	417.338769917245	961.520747785614	False	NA	NA	False	NA	NA	15220	288	1.02986765996647	1.40342506547821	-2.59715280613001	1	2.12320859451511
p1	tumor	p1t	p1t4	bcHIGO	3697	2.8401406545848	NK cells resting	tNK cells	tNK2	True	-141.265726747955	-444.002624107557	True	333.936244590928	-958.734930601524	True	465.099157493853	896.073257837132	False	NA	NA	False	NA	NA	15101	289	1.13868986632249	1.9557420887555	-2.17660818180139	4	3.59522629911739
p1	tumor	p1t	p1t4	bcESBA	1262	9.27099841521395	T cells CD4 memory resting	tNK cells	tNK2	True	-144.830965272551	-418.702195978343	True	378.58239247873	-972.531624191691	True	487.500614128025	815.786172177017	False	NA	NA	False	NA	NA	14835	290	1.07196018955165	-0.020137461224666	-1.31322131237085	2	0
p1	tumor	p1t	p1t4	bcCGEW	1270	7.95275590551181	NK cells activated	tNK cells	tNK1	True	-75.4529542467074	-495.467741591774	True	97.9696402379962	-940.303418996591	True	236.016292202409	911.247371911491	False	NA	NA	False	NA	NA	14756	291	1.03668956761026	-0.181362109581104	3.76579394260351	3	0
p1	tumor	p1t	p1t3	bcHEBP	2101	5.71156592099	NK cells resting	tNK cells	tNK2	True	-140.104781220009	-477.411806189644	True	498.416581001889	-1066.85412910735	True	518.901791834619	817.137754731008	False	NA	NA	False	NA	NA	13741	292	1.01124806899508	1.42558213849915	-1.9871014126211	1	3.05687873559374
p1	tumor	p1t	p1t3	bcIDWJ	2213	5.286940804338	NK cells activated	tNK cells	tNK2	True	-163.577723926187	-494.425442845348	True	388.638144434235	-955.893337910012	True	443.873177458423	913.537180729526	False	NA	NA	False	NA	NA	13718	293	1.11273831199369	1.89468189855469	-1.19839326223429	4	2.05608975430118
p1	tumor	p1t	p1t3	bcHHCQ	2197	5.05234410559854	NK cells resting	tNK cells	tNK2	True	-156.016343904946	-470.623039775615	True	416.45532382947	-981.413440485074	True	513.438852522767	836.665093344814	False	NA	NA	False	NA	NA	13601	294	1.16167197936708	1.59052964826477	-1.6975414522558	4	2.47802439586269
p1	tumor	p1t	p1t3	bcAMOE	2898	8.76466528640442	T cells CD4 memory resting	tNK cells	tNK1	True	-106.982232624618	-313.477326160277	True	539.854889898237	-1123.88479569775	True	586.879871428545	714.070820254878	False	NA	NA	False	NA	NA	13271	295	0.960264324102274	-0.410616097362807	-0.932310260143832	2	0
p1	tumor	p1t	p1t3	bcHFYO	1480	12.027027027027	T cells CD4 memory resting	tNK cells	tNK1	True	-60.0429173726691	-136.229126408618	True	552.222403431005	-1267.7807693971	True	563.399115458972	645.549370806765	False	NA	NA	False	NA	NA	13166	296	0.951784956254559	-0.646451907554737	-0.32560867747362	2	0
p1	tumor	p1t	p1t3	bcHFME	1844	4.17570498915401	NK cells resting	tNK cells	tNK1	True	-68.6344213587601	-623.287357953003	True	79.602390108708	-917.584821203104	True	177.216612165862	938.087728983148	False	NA	NA	False	NA	NA	13164	297	1.05269444536053	0.248031703432927	3.60257830539648	3	1.58660756456006
p1	tumor	p1t	p1t3	bcHICN	1594	8.03011292346299	NK cells resting	tNK cells	tNK1	True	-67.9522024068897	-513.77372710143	True	96.1068386615562	-929.730819069674	True	239.661149034724	909.952391238337	False	NA	NA	False	NA	NA	13135	298	1.13092861305106	0.633026925524601	3.66229071536963	3	0
p1	tumor	p1t	p1t3	bcHAPG	1872	8.49358974358974	T cells CD4 memory resting	tNK cells	tNK1	True	-94.8914628148118	78.3366097757771	True	515.631949861961	-1184.66597604141	True	652.491928092786	399.735457418589	False	NA	NA	False	NA	NA	12845	299	0.972933330816823	-1.20944342235672	-0.182591594067172	2	0
p1	tumor	p1t	p1t3	bcFUJB	1825	4.82191780821918	NK cells resting	tNK cells	tNK1	True	-67.7054320713662	-606.948035171671	True	102.30764995645	-931.550716878748	True	192.926096923552	933.177997427895	False	NA	NA	False	NA	NA	12653	300	0.975153849008854	-0.842322023907772	3.30875005641882	3	2.0968910578022
p1	tumor	p1t	p1t3	bcHMSF	3145	7.44038155802862	T cells follicular helper	tNK cells	tNK1	True	-117.118704271494	-315.632205679575	True	446.54477427322	-1076.87225459136	True	545.805836439669	728.816760859472	False	NA	NA	False	NA	NA	12651	301	1.03155420035868	1.08135542055024	-1.19442132791574	4	0
p1	tumor	p1t	p1t2	bcGTJI	1684	5.04750593824228	NK cells resting	tNK cells	tNK1	True	-66.2288425409371	-609.808362969851	True	148.901118896213	-937.189037170291	True	192.455911217117	934.81833053634	False	NA	NA	False	NA	NA	12054	302	1.02215876078644	0.675791470011601	3.62153592029516	3	1.70456562190003
p1	tumor	p1t	p1t2	bcHLPF	1733	9.80957876514714	NK cells activated	tNK cells	tNK1	True	-117.24800020873	-355.298409237046	True	443.444598948314	-995.536731658738	True	366.758767835767	829.503424791247	False	NA	NA	False	NA	NA	11886	303	0.976323730670959	0.373714891871342	-1.17651764234598	4	1.10383141668529
p1	tumor	p1t	p1t2	bcHOZO	3054	6.41781270464964	T cells CD8	tNK cells	tNK1	True	-127.433048108817	-306.273362044129	True	506.07504498567	-1143.76444182756	True	578.885706612414	713.322672339335	False	NA	NA	False	NA	NA	11766	304	0.828918431992208	-0.467737334171405	-2.56596574863489	1	0
p1	tumor	p1t	p1t2	bcEBHB	960	9.375	T cells CD8	tNK cells	tNK1	True	-2.31784473108918	-238.587103305858	True	55.0056174831461	-1098.33522741546	True	525.107138965559	667.80554333228	False	NA	NA	False	NA	NA	11630	305	0.918124212475022	-1.26339689115631	0.185835086497709	2	0
p1	tumor	p1t	p1t2	bcEPCR	1265	8.93280632411067	NK cells resting	tNK cells	tNK1	True	-95.4955447967267	-476.343578167806	True	369.234236879553	-991.957033300643	True	399.906298779867	822.2795488887	False	NA	NA	False	NA	NA	11544	306	1.03114389602551	0.234435228308568	-1.23340205034311	3	1.31656280286556
p1	tumor	p1t	p1t2	bcGNOE	1393	6.81981335247667	T cells CD4 memory resting	tNK cells	tNK1	True	-75.8824967798795	-317.614266816641	True	444.236441125539	-1099.18060647432	True	492.879793333742	735.321863189396	False	NA	NA	False	NA	NA	11518	307	0.896693202898737	-0.278746011057964	-1.24877241930063	2	0
p1	tumor	p1t	p1t2	bcIIMX	967	10.5480868665977	NK cells resting	tNK cells	tNK1	True	-56.6508896203108	-651.80649062779	True	105.374801979074	-944.695967615758	True	181.425421415436	957.746900758878	False	NA	NA	False	NA	NA	11438	308	1.17599544923765	0.851695505579838	2.66415467182104	3	0
p1	tumor	p1t	p1t2	bcDCMU	1192	7.46644295302014	T cells CD8	tNK cells	tNK2	True	-202.491432985836	-340.962213938222	True	507.23351438884	-1009.26480155836	True	558.106977429072	797.683634965764	False	NA	NA	False	NA	NA	11179	309	1.05064975272921	1.40560003896607	-1.90080747684534	1	3.13146034060822
p1	tumor	p1t	p1t2	bcEEJU	2336	8.00513698630137	NK cells activated	tNK cells	tNK1	True	-96.4782057819574	-333.638900777473	True	385.78472183261	-1019.54712668115	True	502.895970359276	743.784562257332	False	NA	NA	False	NA	NA	11052	310	1.03925212190421	1.34242936750306	-0.928239829149798	4	0
p1	tumor	p1t	p1t2	bcFULM	1874	4.8025613660619	NK cells activated	tNK cells	tNK1	True	-70.0313100419628	-329.589156911708	True	230.285106629808	-1115.53235084157	True	404.371532878093	780.842010949	False	NA	NA	False	NA	NA	10753	311	1.11992806175149	1.94884964605225	-1.46657178482111	3	2.234503203627
p1	tumor	p1t	p1t2	bcCFJN	667	4.94752623688156	T cells CD4 memory resting	tNK cells	tNK2	True	-190.357005761704	-440.383063115339	True	422.323618127274	-931.024009129401	True	495.294946356785	887.862021369869	False	NA	NA	False	NA	NA	10046	312	1.13683159258791	1.54340848108185	-1.16680268129404	4	2.61559940162646
p1	tumor	p1t	p1t2	bcDLUV	1426	5.04908835904628	NK cells resting	tNK cells	tNK2	True	-145.364551934356	-460.082862422203	True	365.322299464856	-961.989332612321	True	458.318550023138	886.720891408681	False	NA	NA	False	NA	NA	10006	313	1.13351371059975	1.82704373975647	-0.889271772709445	4	2.20443796912299
p1	tumor	p1t	p1t2	bcHTKT	2172	7.59668508287293	NK cells resting	tNK cells	tNK1	True	-65.1950510036537	-612.380002139968	True	145.300801044516	-942.096222492185	True	204.681428167494	919.01268821852	False	NA	NA	False	NA	NA	9944	314	1.03738249621305	0.395495919188389	3.74104275623266	3	1.44677783103492
